State_Name,District_Name,Total_Area,Sugarcane_Area,Rice_Area,Latitude,Longitude
Jharkhand,RAMGARH,1669.0,0.0,0.0,23.693479,85.52159885702125
Jharkhand,RANCHI,1228780.27,0.0,1059681.48,23.3700501,85.3250387
Jharkhand,SAHEBGANJ,268726.98,0.0,225093.73,25.032043700000003,87.69176396030268
Jharkhand,SARAIKELA KHARSAWAN,333181.02,0.0,322739.76,22.7464225,85.91689291046393
Jharkhand,SIMDEGA,409989.3,4.87,356550.6,22.59045725,84.54648050193023
Jharkhand,WEST SINGHBHUM,770914.98,0.0,759466.44,22.4282857,85.53174827930928
Karnataka,BAGALKOT,8738096.0,979625.0,1917.0,16.1793224,75.6999315
Karnataka,BANGALORE RURAL,2591525.0,9385.0,147573.0,13.0010872,77.3361225
Karnataka,BELGAUM,16114752.0,2269092.0,1188501.0,15.8572666,74.5069343
Karnataka,BELLARY,9515634.0,70140.0,1722728.0,15.1433952,76.9193876
Karnataka,BENGALURU URBAN,1029178.0,1912.0,58839.0,12.94615545,77.55038444771247
Karnataka,BIDAR,7293118.0,434244.0,132707.0,18.02072965,77.24872035766641
Karnataka,BIJAPUR,15809149.0,468142.0,2179.0,16.8269911,75.7175387
Karnataka,CHAMARAJANAGAR,3126508.0,145989.0,277877.0,11.95442005,77.1069086262881
Karnataka,CHIKBALLAPUR,1204088.0,780.0,38782.0,13.4274405,77.7321433
Karnataka,CHIKMAGALUR,4154518.0,22142.0,811262.0,13.318014,75.7738743
Karnataka,CHITRADURGA,8749497.0,15909.0,213752.0,14.3049174,76.52972341987515
Karnataka,DAKSHIN KANNAD,2361734.0,3829.0,1126337.0,14.5203896,75.7223521
Karnataka,DAVANGERE,7595330.0,136287.0,1974279.0,14.4661266,75.9206361
Karnataka,DHARWAD,8819184.0,59641.0,598363.0,15.3707296,75.13328673460543
Karnataka,GADAG,8336755.0,11728.0,30489.0,15.41669195,75.6815801296564
Karnataka,GULBARGA,22284172.0,201484.0,780232.0,17.3310003,76.8334228
Karnataka,HASSAN,6574080.0,64368.0,975882.0,13.030185249999999,76.17449676658171
Karnataka,HAVERI,7089397.0,62087.0,817061.0,14.71802675,75.36564232024529
Karnataka,KODAGU,1011915.0,7.0,640673.0,12.3827332,75.66407145094288
Karnataka,KOLAR,3201685.0,14308.0,194121.0,13.18050655,78.26693288646007
Karnataka,KOPPAL,7574113.0,16365.0,1200229.0,15.57482375,76.3118493692591
Karnataka,MANDYA,4288112.0,404965.0,1330526.0,12.6368939,76.72754771427819
Karnataka,MYSORE,8266378.0,159731.0,2000186.0,12.3051828,76.6553609
Karnataka,RAICHUR,11678175.0,2918.0,2603114.0,16.054719400000003,76.90036472411589
Karnataka,RAMANAGARA,997781.0,5731.0,54898.0,12.720005950000001,77.31841990623
Karnataka,SHIMOGA,4894368.0,113562.0,2505299.0,14.05565025,75.23805528480658
Karnataka,TUMKUR,10283339.0,25734.0,559742.0,13.3400771,77.1006208
Karnataka,UDUPI,1685642.0,3062.0,1030875.0,13.5269784,74.87318787345797
Karnataka,UTTAR KANNAD,2228136.0,32967.0,1469084.0,14.5203896,75.7223521
Karnataka,YADGIR,1918832.0,3653.0,378912.0,16.57441225,76.92544344576471
Kerala,ALAPPUZHA,1713466.2,1467.08,577247.41,9.5006651,76.41241428564258
Kerala,ERNAKULAM,1902509.81,100.49,364981.34,9.98408,76.2741457
Kerala,IDUKKI,1968576.59,28769.25,43586.11,9.815478500000001,76.99915994809137
Kerala,KANNUR,2932815.84,106.25,147125.08,11.8763836,75.3737973
Kerala,KASARAGOD,1831484.1,28.3,96397.45,12.42219635,75.19044457747756
Kerala,KOLLAM,2124939.15,29.17,125068.31,8.8872399,76.5908768
Kerala,KOTTAYAM,1482366.58,612.84,249631.3,9.6287383,76.64553257390992
Kerala,KOZHIKODE,2946339.25,32.3,75671.5,11.2450558,75.7754716
Kerala,MALAPPURAM,3144797.71,42.14,245655.97,11.10684475,76.10995510466662
Kerala,PALAKKAD,3568651.76,17769.03,1719376.61,10.78736915,76.47421718925105
Kerala,PATHANAMTHITTA,801644.81,1409.33,67454.5,9.278084100000001,76.97374429915658
Kerala,THIRUVANANTHAPURAM,2179729.26,14.38,76941.67,8.4882267,76.947551
Kerala,THRISSUR,2413457.02,20.81,513409.4,10.5270099,76.214621
Kerala,WAYANAD,1446406.25,43.3,210396.59,11.71512915,76.12711850740615
Madhya Pradesh,AGAR MALWA,275941.0,14.0,2.0,23.935091999999997,76.14495952354727
Madhya Pradesh,ALIRAJPUR,1211469.0,18.0,42865.0,22.28595245,74.35456282607561
Madhya Pradesh,ANUPPUR,2112519.0,73.0,1109498.0,23.0346179,81.75102551563023
Madhya Pradesh,ASHOKNAGAR,4388103.0,6823.0,9490.0,24.618609499999998,77.87869828577024
Madhya Pradesh,BALAGHAT,5500946.0,16360.0,3982927.0,21.8611589,80.3237104768576
Madhya Pradesh,BARWANI,4067151.0,25792.0,34754.0,21.751424800000002,74.89159566675349
Madhya Pradesh,BETUL,8878367.0,72057.0,662595.0,21.8797472,77.87536507259225
Madhya Pradesh,BHIND,5675741.0,886.0,103665.0,26.3518828,78.68631887730044
Madhya Pradesh,BHOPAL,3564074.0,4791.0,9308.0,23.2584857,77.401989
Madhya Pradesh,BURHANPUR,1222744.0,29279.0,25136.0,21.33486695,76.37088027832233
Madhya Pradesh,CHHATARPUR,7666539.0,2533.0,207266.0,24.760608949999998,79.67817759088484
Madhya Pradesh,CHHINDWARA,9703702.0,110657.0,332869.0,22.20718965,78.79883295930742
Madhya Pradesh,DAMOH,6677302.0,889.0,860422.0,23.7981005,79.54193561694873
Madhya Pradesh,DATIA,3463988.0,52402.0,56388.0,25.91829465,78.66449615888288
Madhya Pradesh,DEWAS,9639958.0,19766.0,8506.0,22.8057498,76.294040773288
Madhya Pradesh,DHAR,11598270.0,10651.0,31483.0,22.578657200000002,75.22586367245644
Madhya Pradesh,DINDORI,4132635.0,38.0,1238007.0,22.9429903,81.0772172
Madhya Pradesh,GUNA,8454645.0,11186.0,16495.0,24.5001772,77.26009592641483
Madhya Pradesh,GWALIOR,4078133.0,26588.0,454542.0,26.2037247,78.1573628
Madhya Pradesh,HARDA,4945652.0,3193.0,18323.0,22.24279725,77.11791731666993
Madhya Pradesh,HOSHANGABAD,8643302.0,13993.0,270009.0,22.7545538,77.7198249
Madhya Pradesh,INDORE,6733221.0,1236.0,278.0,22.7203616,75.8681996
Madhya Pradesh,JABALPUR,5701719.0,6459.0,1051328.0,23.1701522,79.9324505
Madhya Pradesh,JHABUA,5183035.0,230.0,309745.0,22.88696515,74.72432486327068
Madhya Pradesh,KATNI,3901156.0,455.0,1637472.0,23.717639300000002,80.26101812940934
Madhya Pradesh,KHANDWA,7241151.0,18056.0,217141.0,21.8203752,76.3555424
Madhya Pradesh,KHARGONE,8161187.0,16539.0,68221.0,21.9544729,75.75212476982438
Madhya Pradesh,MANDLA,4682357.0,20342.0,1813590.0,22.687107400000002,80.58163411525186
Madhya Pradesh,MANDSAUR,7973993.0,158.0,101.0,24.2628148,75.38569204340352
Madhya Pradesh,MORENA,5752564.0,24053.0,10976.0,26.3849794,77.8612721274346
Madhya Pradesh,NARSINGHPUR,6395835.0,248542.0,204436.0,22.93455595,79.08678489806229
Madhya Pradesh,NEEMUCH,3829673.0,119.0,470.0,24.63055165,75.18289996326385
